name,number,bonus,pct_max_bonus
Chase Gockel,264,1000,0.0001086956522
Pier-Olivier Boucher,309,1000,0.0001086956522
Chris Barraza,294,7500,0.0008152173913
Austin Deming,314,7500,0.0008152173913
Craig Yoho,242,10000,0.001086956522
Zach Franklin,299,10000,0.001086956522
Landon Tomkins,287,12500,0.001358695652
Morris Austin,302,17500,0.001902173913
Gavin Dugas,165,20000,0.002173913043
Ryan Snell,195,20000,0.002173913043
Jared Simpson,225,20000,0.002173913043
Thomas Schultz,255,20000,0.002173913043
Phillip Glasser,285,20000,0.002173913043
Dalton Fowler,273,22500,0.002445652174
Nik McClaughry,311,25000,0.002717391304
Mark Manfredi,272,27500,0.002989130435
Zach Fruit,271,40000,0.004347826087
Cory Wall,249,47500,0.005163043478
Charlie Szykowny,270,47500,0.005163043478
Riley Gowens,279,47500,0.005163043478
Ryan Vanderhei,300,47500,0.005163043478
Josh Mollerus,304,47500,0.005163043478
Sam Mongelli,310,47500,0.005163043478
Brian Hendry,312,47500,0.005163043478
CJ Weins,178,50000,0.005434782609
Trennor O'Donnell,238,50000,0.005434782609
Nick Lorusso,276,50000,0.005434782609
Ryan Ammons,298,50000,0.005434782609
Christian Pregent,306,50000,0.005434782609
Luke Mann,406,50000,0.005434782609
Justin Johnson,289,57500,0.00625
Tate Kuehner,212,72500,0.007880434783
Jared Wegner,282,72500,0.007880434783
Nolan Santos,207,75000,0.008152173913
Ryan Hawks,247,75000,0.008152173913
RJ Schreck,277,75000,0.008152173913
Justin Miknis,467,75000,0.008152173913
Kevin Vaupel,473,75000,0.008152173913
Ryan Johnson,254,97500,0.01059782609
Braxton Bragg,241,100000,0.01086956522
Blake Wehunt,268,100000,0.01086956522
Luis Martinez-Gomez,296,100000,0.01086956522
Logan Evans,367,100000,0.01086956522
Brett Wichrowski,392,100000,0.01086956522
Jack Sellinger,413,100000,0.01086956522
Xander Hamilton,417,100000,0.01086956522
Dylan Simmons,438,100000,0.01086956522
Spencer Bengard,447,100000,0.01086956522
Jared Thomas,463,100000,0.01086956522
Rio Foster,474,100000,0.01086956522
Anthony Silvas,477,100000,0.01086956522
Matthew Wilkinson,308,110000,0.01195652174
Logan Van Treeck,258,122500,0.01331521739
Graham Osman,288,122500,0.01331521739
Ryan Wilson,281,125000,0.01358695652
Tom Reisinger,286,125000,0.01358695652
Elijah Dale,397,125000,0.01358695652
Josh Trentadue,411,125000,0.01358695652
Mitch Farris,429,125000,0.01358695652
Tyler Morgan,431,125000,0.01358695652
John Lopez,437,125000,0.01358695652
Ty Johnson,446,125000,0.01358695652
Justin Lawson,456,125000,0.01358695652
Justin Wishkoski,480,125000,0.01358695652
Hunter Mann,412,130000,0.01413043478
Kyle Amendt,265,135000,0.01467391304
Riley Bauman,384,135000,0.01467391304
Sam Armstrong,386,135000,0.01467391304
Jacob Widener,259,137500,0.01494565217
Ryan Bruno,205,140000,0.0152173913
Ryan Brown,466,140000,0.0152173913
Braden Barry,244,147500,0.0160326087
Avery Owusu-Asiedu,283,147500,0.0160326087
Jeron Williams,284,147500,0.0160326087
Adam Boucher,303,148500,0.01614130435
Caden Rose,208,150000,0.01630434783
Jace Stoffal,237,150000,0.01630434783
Jonah Advincula,248,150000,0.01630434783
Ben McCabe,262,150000,0.01630434783
Jace Kaminska,292,150000,0.01630434783
Ross Dunn,297,150000,0.01630434783
Drew Conover,316,150000,0.01630434783
Jack Moss,318,150000,0.01630434783
Stu Flesland,322,150000,0.01630434783
Jake Brooks,323,150000,0.01630434783
Casey Anderson,325,150000,0.01630434783
Ty Langenberg,327,150000,0.01630434783
Nestor German,331,150000,0.01630434783
Grant Rogers,334,150000,0.01630434783
Dakota Harris,335,150000,0.01630434783
Brandyn Garcia,337,150000,0.01630434783
Johnny Tincher,338,150000,0.01630434783
Jace Grady,339,150000,0.01630434783
Carson Hobbs,340,150000,0.01630434783
Josh Grosz,342,150000,0.01630434783
Travis Sthele,345,150000,0.01630434783
Cole Conn,346,150000,0.01630434783
Simon Miller,348,150000,0.01630434783
Paul Bonzagni,351,150000,0.01630434783
Josh Ekness,353,150000,0.01630434783
Sam Brown,354,150000,0.01630434783
Sam Knowlton,355,150000,0.01630434783
Carter Trice,356,150000,0.01630434783
Paulshawn Pasqualotto,357,150000,0.01630434783
Max Carlson,358,150000,0.01630434783
Timmy Manning,360,150000,0.01630434783
Blake Money,361,150000,0.01630434783
Chandler Murphy,363,150000,0.01630434783
Chay Yeager,364,150000,0.01630434783
Brayden Jobert,365,150000,0.01630434783
Keegan Zinn,368,150000,0.01630434783
Brady Rose,372,150000,0.01630434783
Liam Sullivan,375,150000,0.01630434783
Will Johnston,376,150000,0.01630434783
Charles McAdoo,377,150000,0.01630434783
Cody Adcock,378,150000,0.01630434783
Ethan Bosacker,379,150000,0.01630434783
William Privette,381,150000,0.01630434783
Caleb Hobson,382,150000,0.01630434783
Colson Lawrence,383,150000,0.01630434783
Jeremy Lee,387,150000,0.01630434783
Cade Feeney,388,150000,0.01630434783
Ryan Galanie,389,150000,0.01630434783
Jose Ortiz,390,150000,0.01630434783
Riley Cooper,391,150000,0.01630434783
Bryan Broecker,393,150000,0.01630434783
Brennan Orf,394,150000,0.01630434783
William Sullivan,395,150000,0.01630434783
Ben Simon,396,150000,0.01630434783
Will Verdung,399,150000,0.01630434783
Alex Makarewich,400,150000,0.01630434783
Josh Tiedemann,402,150000,0.01630434783
Marty Gair,403,150000,0.01630434783
James Hicks,404,150000,0.01630434783
Elijah Nunez,405,150000,0.01630434783
Garrett McMillan,407,150000,0.01630434783
Mason Miller,409,150000,0.01630434783
David Smith,410,150000,0.01630434783
Zach Joyce,414,150000,0.01630434783
Jake Fitzgibbons,415,150000,0.01630434783
Grayson Moore,416,150000,0.01630434783
Joseph Ingrassia,418,150000,0.01630434783
Edrick Felix,419,150000,0.01630434783
Cale Lansville,420,150000,0.01630434783
T.J. Fondtain,423,150000,0.01630434783
John Valle,426,150000,0.01630434783
Ernie Day,427,150000,0.01630434783
Zane Morehouse,428,150000,0.01630434783
Danny Flatt,432,150000,0.01630434783
Zach Arnold,433,150000,0.01630434783
Jackson Nezuh,434,150000,0.01630434783
Mikey Tepper,435,150000,0.01630434783
Will Simpson,436,150000,0.01630434783
Chase Isbell,439,150000,0.01630434783
Michael Trausch,441,150000,0.01630434783
Darius Perry,442,150000,0.01630434783
Nigel Belgrave,443,150000,0.01630434783
Caleb Ketchup,444,150000,0.01630434783
Rio Britton,445,150000,0.01630434783
Carlton Perkins,449,150000,0.01630434783
Dylan Carmouche,450,150000,0.01630434783
Will Stevens,453,150000,0.01630434783
Kelena Sauer,454,150000,0.01630434783
Tre Richardson,455,150000,0.01630434783
Carson Jones,457,150000,0.01630434783
Kyle Scott,458,150000,0.01630434783
David Rodriguez,459,150000,0.01630434783
Zac Addkison,461,150000,0.01630434783
Tomas Frick,462,150000,0.01630434783
Garret Guillemette,464,150000,0.01630434783
Austin Amaral,465,150000,0.01630434783
Bernard Moon,468,150000,0.01630434783
Josh Hansell,469,150000,0.01630434783
Donye Evans,470,150000,0.01630434783
Austin Emener,472,150000,0.01630434783
Matthew Linskey,475,150000,0.01630434783
Daniel Brown,476,150000,0.01630434783
Isaac Stebens,478,150000,0.01630434783
Weston Eberly,479,150000,0.01630434783
Cole Urman,481,150000,0.01630434783
Josh Timmerman,482,150000,0.01630434783
Wooyeoul Shin,483,150000,0.01630434783
Jay Driver,278,151000,0.01641304348
Bryson Ware,253,152500,0.01657608696
Cam Brown,313,154500,0.01679347826
Case Matter,291,155000,0.01684782609
Zane Russell,295,155000,0.01684782609
Braylen Wimmer,232,157050,0.01707065217
Danny Carrion,257,157500,0.01711956522
Nick Maldonado,233,160000,0.01739130435
Jack Dougherty,267,160000,0.01739130435
Hayden Minton,260,162500,0.01766304348
Brandon Beckel,373,162500,0.01766304348
Jared Sundstrom,307,165500,0.01798913043
Matthew Etzel,301,167000,0.01815217391
Andrew Sears,290,167800,0.01823913043
Xavier Meachem,293,169500,0.01842391304
Rikuu Nishida,329,170000,0.01847826087
Ryan Brown,280,171100,0.01859782609
Justin Long,219,172500,0.01875
Jay Harry,177,175000,0.01902173913
Tucker Musgrove,221,175000,0.01902173913
Jackson Feltner,235,175000,0.01902173913
Jim Jarvis,320,175000,0.01902173913
Jack Payton,330,175000,0.01902173913
Noah Hall,216,176250,0.0191576087
Jake Peppers,269,178000,0.01934782609
Jonathon Long,266,179400,0.0195
Izack Tiger,201,180000,0.01956521739
Jackson Finley,226,180000,0.01956521739
Brett Bateman,236,180000,0.01956521739
Colby Shade,263,180900,0.01966304348
Corey Avant,256,185100,0.02011956522
Nicholas Judice,252,185500,0.02016304348
Scott Bandura,210,197500,0.0214673913
Kiko Romero,222,197500,0.0214673913
Austin Strickland,227,197500,0.0214673913
Dustin Dickerson,229,197500,0.0214673913
Magdiel Cotto,317,197500,0.0214673913
Brett Callahan,380,197500,0.0214673913
Jordan Thompson,460,197500,0.0214673913
Brock Rodden,160,200000,0.02173913043
Seth Halvorsen,202,200000,0.02173913043
Eddie Park,239,200000,0.02173913043
Quincy Scott,261,200000,0.02173913043
Christian Worley,275,200000,0.02173913043
Brett Banks,336,200000,0.02173913043
Carson Montgomery,341,200000,0.02173913043
Bryson Hammer,352,200000,0.02173913043
Carter Graham,228,212900,0.02314130435
Teddy Sharkey,211,215000,0.02336956522
Joey Dixon,224,218800,0.0237826087
Dominic Pitelli,198,222500,0.02418478261
John Peck,200,222500,0.02418478261
Jacob Eddington,223,222500,0.02418478261
Jack Wenninger,186,225000,0.02445652174
Brody Hopkins,187,225000,0.02445652174
Ty Cummings,217,225000,0.02445652174
Patrick Copen,220,225500,0.02451086957
Ixan Henderson,245,230000,0.025
Nick Goodwin,214,236200,0.02567391304
Charles Harrison,215,236700,0.02572826087
Owen Wild,213,238100,0.02588043478
Justin Storm,203,241000,0.02619565217
Jason Woodward,119,247500,0.02690217391
Ethan Pecko,194,247500,0.02690217391
Jatnk Diaz,230,247500,0.02690217391
Noah Ruen,370,247500,0.02690217391
Jay Beshears,191,250000,0.02717391304
Max Martin,321,250000,0.02717391304
Jacob Odle,425,250000,0.02717391304
Josh Adamczewski,452,252500,0.02744565217
Julian Brock,231,255000,0.0277173913
Cole Fontenelle,204,256400,0.02786956522
Jaden Woods,197,271300,0.02948913043
Luke Shliger,180,272500,0.02961956522
Sam Shaw,274,282500,0.03070652174
Cade Smith,192,282900,0.03075
Tommy Hawke,188,295000,0.03206521739
Bennett Lee,170,297500,0.03233695652
George Klassen,193,297500,0.03233695652
Logan Martin,349,297500,0.03233695652
Jonah Cox,166,300000,0.03260869565
Jake DeLeo,173,300000,0.03260869565
Philip Abner,175,300000,0.03260869565
Lucas Gordon,179,300000,0.03260869565
Jacob Cravey,181,300000,0.03260869565
Nate Nankil,196,300000,0.03260869565
Nelson Taylor,328,300000,0.03260869565
Nehomar Ochoa,344,300000,0.03260869565
Quinn McDaniel,153,300450,0.0326576087
Jace Bohrofen,184,302200,0.03284782609
Jason Savacool,185,302300,0.03285869565
T.J. Nichols,183,304800,0.03313043478
Ethan O'Donnell,168,307500,0.03342391304
Chris Clark,147,318825,0.0346548913
Ryan Birchard,155,322500,0.03505434783
Alfonsin Rosario,176,325600,0.03539130435
Camden Minacci,174,328500,0.03570652174
Connor O'Halloran,157,337500,0.03668478261
Andrew Lindsey,146,340000,0.03695652174
Coleman Picard,169,343000,0.0372826087
Lucas Braun,189,347500,0.03777173913
Hayden Robinson,422,347500,0.03777173913
Hunter Furtado,167,348900,0.03792391304
Matthew Duffy,115,350000,0.03804347826
Austin Troesser,135,350000,0.03804347826
Marcus Brown,138,350000,0.03804347826
Zach Thornton,159,350000,0.03804347826
Trevor Werner,199,350000,0.03804347826
Hayden Durke,385,350000,0.03804347826
Dane Lais,401,350000,0.03804347826
Andrew Dunford,350,367500,0.03994565217
Kevin Sim,148,375000,0.04076086957
Jake Cunningham,154,375000,0.04076086957
Jacob Bresnahan,398,375000,0.04076086957
Zach Levenson,158,381300,0.04144565217
Christian Knapczyk,161,385000,0.04184782609
Kyle Henley,408,395000,0.04293478261
Jaden Hamm,143,397500,0.04320652174
Joe Vetrano,163,397500,0.04320652174
Bryan Gonzalez,190,397500,0.04320652174
Josh Bostick,240,397500,0.04320652174
Drew Dowd,243,397500,0.04320652174
John Wimmer,324,397500,0.04320652174
Kehden Hettiger,343,397500,0.04320652174
Anthony Huezo,374,397500,0.04320652174
Brady Cerkownyk,440,397500,0.04320652174
Cooper Ingle,125,400000,0.04347826087
Michael Carico,149,400000,0.04347826087
Yahil Melendez,206,400000,0.04347826087
Zyhir Hope,326,400000,0.04347826087
Jaron Elkins,250,407500,0.04429347826
Connelly Early,151,408500,0.04440217391
Bjorn Johnson,362,420500,0.04570652174
Nathan Dettmer,139,425000,0.04619565217
Kyle Karros,145,433500,0.04711956522
Alejandro Rosario,144,437900,0.04759782609
Connor Burns,141,448600,0.04876086957
Mathias LaCombe,359,450000,0.04891304348
Michael Forret,421,450000,0.04891304348
Patrick Reilly,140,453100,0.04925
Emmett Olson,110,460000,0.05
Eriq Swan,137,466500,0.05070652174
Joe Redfield,111,472500,0.05135869565
Spencer Nivens,142,472500,0.05135869565
Bishop Letson,332,482600,0.05245652174
Kristian Campbell,132,492700,0.05355434783
Jake Bloss,99,497500,0.05407608696
Maui Ahuna,117,497500,0.05407608696
Cameron Fisher,131,497500,0.05407608696
Dylan Campbell,136,497500,0.05407608696
Khristian Curtis,347,497500,0.05407608696
TayShaun Walton,130,499100,0.05425
Garrett Edwards,333,499850,0.05433152174
Andrew Pinckney,102,500000,0.05434782609
Levi Wells,118,500000,0.05434782609
Wyatt Hudepohl,123,500000,0.05434782609
Justin Riemer,133,500000,0.05434782609
Dylan Questad,150,500000,0.05434782609
Cade Denton,172,500000,0.05434782609
Blake Dickerson,371,500000,0.05434782609
Tanner Hall,114,510000,0.05543478261
Homer Bush,128,511600,0.05560869565
Caden Scarborough,171,515000,0.05597826087
Hunter Haas,120,534000,0.05804347826
JD Gonzalez,96,550000,0.0597826087
Christian Oppor,152,550000,0.0597826087
Skylar Hales,108,565000,0.06141304348
Jared Dickey,319,572500,0.06222826087
Hunter Hollan,74,597500,0.06494565217
Sabin Ceballos,94,597500,0.06494565217
Carlson Reed,104,597500,0.06494565217
Ben Williamson,57,600000,0.0652173913
Teddy McGraw,92,600000,0.0652173913
Isaiah Coupet,109,600000,0.0652173913
Will Sanders,113,600000,0.0652173913
Calvin Harris,116,600000,0.0652173913
Quinn Mathews,122,600000,0.0652173913
Devin Saltiban,98,602500,0.06548913043
Tavian Josenberger,100,603000,0.06554347826
Kannon Kemp,251,625000,0.06793478261
Hunter Owen,106,631700,0.06866304348
Wyatt Crowell,127,647500,0.07038043478
Kade Morris,101,666500,0.07244565217
A.J. Ewing,134,675000,0.07336956522
Kyle Carr,97,692000,0.0752173913
Roc Riggio,129,693000,0.07532608696
Travis Honeyman,90,700000,0.07608695652
C.J. Kayfus,93,700000,0.07608695652
Boston Baro,246,700000,0.07608695652
Brady Smith,95,703000,0.07641304348
Josh Rivera,81,725000,0.07880434783
Cole Foster,85,747500,0.08125
Garrett Baumann,126,747500,0.08125
Isaiah Drake,162,747500,0.08125
Nolan McLean,91,747600,0.08126086957
Kiefer Lord,86,760000,0.08260869565
Garret Forrester,73,772500,0.0839673913
Carson Rucker,107,772500,0.0839673913
Tre' Morgan,88,781300,0.08492391304
Seth Keener,84,800000,0.08695652174
Joe Whitman,69,805575,0.0875625
Alberto Rios,79,847500,0.09211956522
Trevor Harrison,156,847500,0.09211956522
