name,number,bonus,pct_max_bonus
Riley Martin,184,1000,0.0001262307498
Lael Lockhart,282,2500,0.0003155768745
Michael Hobbs,312,2500,0.0003155768745
Peter Matt,304,5000,0.0006311537491
Colton Bender,310,5000,0.0006311537491
Mike Jarvis,163,7500,0.0009467306236
Liam McGill,277,7500,0.0009467306236
Vaun Brown,296,7500,0.0009467306236
Bradford Webb,194,10000,0.001262307498
Theo Denlinger,215,10000,0.001262307498
Gil Luna,275,10000,0.001262307498
Ernie Yake,309,10000,0.001262307498
Colton Johnson,488,10000,0.001262307498
Jackson Glenn,133,12500,0.001577884373
Parker Bates,259,17500,0.002209038122
Dylan Spain,307,17500,0.002209038122
Mike Antico,241,20000,0.002524614996
Fraser Ellard,245,20000,0.002524614996
C.J. Widger,284,20000,0.002524614996
Tommy Sommer,305,20000,0.002524614996
Andy Thomas,144,25000,0.003155768745
Spencer Packard,264,25000,0.003155768745
Jordan Jackson,294,25000,0.003155768745
Benjamin Sems,440,25000,0.003155768745
Caleb Wurster,449,25000,0.003155768745
Jimmy Joyce,474,25000,0.003155768745
Carlos Lomeli,493,25000,0.003155768745
Taylor Broadway,185,30000,0.003786922494
Liam Hicks,254,30000,0.003786922494
Jake Rice,258,30000,0.003786922494
Trey McLoughlin,472,30000,0.003786922494
Quincy Hamilton,148,47500,0.005995960616
Patrick Monteverde,239,47500,0.005995960616
Brannon Jordan,267,47500,0.005995960616
Matt Litwicki,286,47500,0.005995960616
Michael Sandle,298,47500,0.005995960616
Alfredo Ruiz,181,50000,0.006311537491
Osvaldo Tovalin,301,50000,0.006311537491
Jack Winkler,308,50000,0.006311537491
Jared Carr,385,50000,0.006311537491
Matt Svanson,392,50000,0.006311537491
Caleb Durbin,427,50000,0.006311537491
Keagan Gillies,437,50000,0.006311537491
Alex Cornwell,451,50000,0.006311537491
Aaron McKeithan,481,50000,0.006311537491
Zac Leigh,484,50000,0.006311537491
Aaron Brown,268,57500,0.007258268114
Hunter Perdue,299,57500,0.007258268114
Joey Loperfido,208,72500,0.009151729361
Luke Brown,253,72500,0.009151729361
Shane Connolly,289,72500,0.009151729361
Chase Lee,164,75000,0.009467306236
Trent Baker,271,75000,0.009467306236
Garrett Hawkins,280,75000,0.009467306236
Wes Clarke,297,75000,0.009467306236
Dylan Heid,317,75000,0.009467306236
Landen Roupp,356,75000,0.009467306236
Tyler Samaniego,433,75000,0.009467306236
Adrian Chaidez,448,75000,0.009467306236
Luke Anderson,458,75000,0.009467306236
Mikey Perez,459,75000,0.009467306236
Peter Van Loon,467,75000,0.009467306236
Anthony Simonelli,469,75000,0.009467306236
Zach Pettway,486,75000,0.009467306236
Johnathan Lavallee,489,75000,0.009467306236
Alek Jacob,490,75000,0.009467306236
Conor Larkin,272,77500,0.00978288311
Owen Holt,480,80000,0.01009845998
Casey Opitz,244,90000,0.01136076748
Conor Angel,461,90000,0.01136076748
Ian Leatherman,491,90000,0.01136076748
Jake Schrand,269,97500,0.01230749811
Lucas Dunn,250,100000,0.01262307498
Shane McGuire,278,100000,0.01262307498
Billy Cook,287,100000,0.01262307498
Hugh Fisher,288,100000,0.01262307498
River Ryan,340,100000,0.01262307498
Justin Armbruester,347,100000,0.01262307498
Jacob Teter,377,100000,0.01262307498
Ben Ramirez,384,100000,0.01262307498
Pierson Ohl,429,100000,0.01262307498
Antonio Menendez,431,100000,0.01262307498
Blake Holub,435,100000,0.01262307498
Matt Osterberg,445,100000,0.01262307498
Jack Sinclair,473,100000,0.01262307498
Brett Harris,218,120000,0.01514768998
Levi David,262,120000,0.01514768998
Dylan Dodd,96,122500,0.01546326685
Logan Workman,221,122500,0.01546326685
Nick Jones,231,122500,0.01546326685
Braden Olthoff,261,122500,0.01546326685
Christopher Troye,346,122500,0.01546326685
Jacob Webb,406,122500,0.01546326685
B.J. Vela,466,122500,0.01546326685
Scott Randall,198,125000,0.01577884373
Parker Chavers,214,125000,0.01577884373
Drew Swift,248,125000,0.01577884373
Chase Watkins,274,125000,0.01577884373
Will Dion,276,125000,0.01577884373
Keyshawn Askew,292,125000,0.01577884373
Jack Carey,313,125000,0.01577884373
Josh Crouch,315,125000,0.01577884373
Tim Tawa,318,125000,0.01577884373
Rowdey Jordan,322,125000,0.01577884373
Marc Davis,323,125000,0.01577884373
William Fleming,324,125000,0.01577884373
Chad Stevens,328,125000,0.01577884373
Jesse Bergin,329,125000,0.01577884373
Hunter Stanley,336,125000,0.01577884373
Eduardo Rivera,338,125000,0.01577884373
Sean Mullen,341,125000,0.01577884373
Jackson Leath,344,125000,0.01577884373
Mike Rothenberg,345,125000,0.01577884373
