name,number,bonus,pct_max_bonus
Nate Knowles,124,397500,0.04297297297
Sean Keys,125,569700,0.06158918919
Jaime Ferrer,126,425550,0.04600540541
Chase Allsup,127,522500,0.05648648649
Jakob Wright,128,553800,0.05987027027
Herick Hernandez,129,472500,0.05108108108
Carson DeMartini,130,542900,0.05869189189
Parker Smith,131,447500,0.04837837838
Tytus Cissell,132,800000,0.08648648649
David Hagaman,133,515000,0.05567567568
Kavares Tears,134,525200,0.05677837838
Clark Candiotti,135,80000,0.008648648649
Nick Mitchell,136,467500,0.05054054054
Sam Stuhr,137,510000,0.05513513514
A.J. Causey,138,477500,0.05162162162
Lebarron Johnson,139,500000,0.05405405405
Sam Antonacci,140,572500,0.06189189189
Randal Diaz-Morales,141,420000,0.04540540541
Braden Davis,142,485700,0.05250810811
Dylan Jordan,143,1247500,0.1348648649
Trey Snyder,144,1322500,0.142972973
Will Taylor,145,497500,0.05378378378
Aidan Major,146,425000,0.04594594595
Jack Penney,147,397500,0.04297297297
Brandon Clarke,148,400000,0.04324324324
Jakob Christian,149,397500,0.04297297297
Tristan Smith,150,600000,0.06486486486
Kale Fountain,151,1700000,0.1837837838
Greysen Carter,152,440100,0.04757837838
Ariel Armas,153,375000,0.04054054054
Charlie Beilenson,154,25000,0.002702702703
Grant Shepardson,155,897500,0.09702702703
John Holobetz,156,322500,0.03486486486
Jacob Kmatz,157,397500,0.04297297297
Jackson Wentworth,158,412100,0.04455135135
Caden Kendle,159,147500,0.01594594595
Ryan Stafford,160,404500,0.04372972973
Nicholas Montgomery,161,997500,0.1078378378
Carter Mathison,162,447500,0.04837837838
Cole Hertzler,163,393700,0.04256216216
Connor Foley,164,1000000,0.1081081081
Devin Fitz-Gerald,165,900000,0.0972972973
Josiah Romeo,166,550000,0.05945945946
Tanner Jones,167,379600,0.04103783784
Konner Eaton,168,378900,0.04096216216
Jackson Appel,169,122500,0.01324324324
Davian Garcia,170,425000,0.04594594595
Josh Kross,171,369100,0.0399027027
Peyton Olejnik,172,197500,0.02135135135
Corey Collins,173,272500,0.02945945946
Matt Ager,174,357400,0.03863783784
Caden Favors,175,75000,0.008108108108
Woody Hadeen,176,297500,0.03216216216
Blake Aita,177,300000,0.03243243243
Robert Hipwell,178,345700,0.03737297297
Jacob Friend,179,272500,0.02945945946
Darrien McDowell,180,50000,0.005405405405
Griffin Herring,181,797500,0.08621621622
Ryan Gallagher,182,300000,0.03243243243
Grant Knipp,183,275000,0.02972972973
Payton Green,184,328800,0.03554594595
Chandler Welch,185,237500,0.02567567568
Janzen Keisel,186,272500,0.02945945946
Aaron Parker,187,297500,0.03216216216
Derek Bender,188,297500,0.03216216216
DJ Layton,189,715800,0.07738378378
Brooks Auger,190,197500,0.02135135135
Ethan Bagwell,191,822500,0.08891891892
Kodey Shojinaga,192,257500,0.02783783784
Caden Powell,193,422500,0.04567567568
Mason Marriott,194,241000,0.02605405405
Garrett Horn,195,250000,0.02702702703
Dylan Fien,196,550000,0.05945945946
Dennis Colleran,197,247500,0.02675675676
Fidel Ulloa,198,295300,0.03192432432
Phil Fox,199,197500,0.02135135135
Robert Cranz,200,190000,0.02054054054
Andrew Dutkanych,201,300000,0.03243243243
Bridger Holmes,202,215000,0.02324324324
William Watson,203,281300,0.03041081081
Connor Wietgrefe,204,247500,0.02675675676
Cameron Sullivan,205,525000,0.05675675676
Jackson Strong,206,222500,0.02405405405
Will Turner,207,250000,0.02702702703
Greg Farone,208,204150,0.02207027027
Myles Smith,209,247500,0.02675675676
Kai Roberts,210,10000,0.001081081081
Wyatt Parliament,211,199350,0.02155135135
Ivan Brethowr,212,245000,0.02648648649
Brock Moore,213,200000,0.02162162162
Nick Brink,214,195000,0.02108108108
Mason Molina,215,254900,0.02755675676
Ryan Andrade,216,253000,0.02735135135
Austin Cates,217,222500,0.02405405405
Eli Jones,218,212500,0.02297297297
Carson Dorsey,219,246500,0.02664864865
Elijah Hainline,220,197500,0.02135135135
Brett Sears,221,12500,0.001351351351
Joel Dragoo,222,222500,0.02405405405
Joseph Sullivan,223,239900,0.02593513514
Luke Craig,224,190000,0.02054054054
Rafe Perich,225,175000,0.01891891892
Davis Diaz,226,250000,0.02702702703
Nick Conte,227,157500,0.01702702703
Luke Jewett,228,234200,0.02531891892
Aaron Combs,229,247500,0.02675675676
Sam Petersen,230,230900,0.02496216216
Jack Findlay,231,400000,0.04324324324
Randy Flores,232,1000,0.0001081081081
Ryan Lambert,233,172500,0.01864864865
Gavin Adams,234,172500,0.01864864865
Donovan Zsak,235,200000,0.02162162162
Ethan Sloan,236,27500,0.002972972973
Conrad Cason,237,1250000,0.1351351351
Niko Mazza,238,202500,0.02189189189
Luke Hayden,239,197500,0.02135135135
Nick Wissman,240,10000,0.001081081081
Tyler Wilson,241,47500,0.005135135135
Edgar Alvarez,242,125000,0.01351351351
Will Riley,243,120000,0.01297297297
Jacob Jenkins-Cowart,244,211600,0.02287567568
Sam Garcia,245,55000,0.005945945946
Jayden Voelker,246,147500,0.01594594595
Eddie Micheletti,247,147500,0.01594594595
Jakob Hall,248,147500,0.01594594595
Colin Tuft,249,182500,0.01972972973
Brendan Tunink,250,410000,0.04432432432
Logan Samuels,251,7500,0.0008108108108
Camron Hill,252,197500,0.02135135135
Dylan Howard,253,201000,0.02172972973
Travis Garnett,254,175000,0.01891891892
Anthony Susac,255,200000,0.02162162162
Jared Sprague-Lott,256,50000,0.005405405405
Canyon Brown,257,197500,0.02135135135
Tommy Hopfe,258,100000,0.01081081081
Jack Young,259,7500,0.0008108108108
Jackson Ross,260,2000,0.0002162162162
Cade McGee,261,275000,0.02972972973
Derek Clark,262,1000,0.0001081081081
Duce Gourson,264,187500,0.02027027027
Sean Matson,265,175000,0.01891891892
Zach Swanson,266,722500,0.07810810811
Hudson White,267,185000,0.02
Zane Zielinski,268,17500,0.001891891892
Ryan McCrystal,269,147500,0.01594594595
Zach Evans,270,10000,0.001081081081
Tanner Bauman,271,37500,0.004054054054
Brooks Caple,272,125000,0.01351351351
Aiden Butler,273,250000,0.02702702703
Dub Gleed,274,188800,0.02041081081
Griffin Tobias,275,247500,0.02675675676
Garrett Gainey,276,97500,0.01054054054
Colby Holcombe,277,197500,0.02135135135
Jason Doktorczyk,278,187000,0.02021621622
Jack Crowder,279,27500,0.002972972973
Kole Myers,280,2500,0.0002702702703
Owen Hackman,281,2500,0.0002702702703
Marcus Morgan,282,185700,0.02007567568
Ryan Smith,283,177500,0.01918918919
Ben McLaughlin,284,75000,0.008108108108
Keith Jones,285,30000,0.003243243243
Cameron Leary,286,50000,0.005405405405
Nate Ackenhausen,287,47500,0.005135135135
Fisher Jameson,288,185800,0.02008648649
Cole McConnell,289,7500,0.0008108108108
Luke Johnson,290,2000,0.0002162162162
Bryce Madron,291,50000,0.005405405405
Ryan Nicholson,292,1000,0.0001081081081
Brendan Girton,293,122500,0.01324324324
Derek Berg,294,172500,0.01864864865
Chase Mobley,295,1800000,0.1945945946
R.J. Sales,296,147500,0.01594594595
Devin Futrell,297,250000,0.02702702703
Cade Vernon,298,17500,0.001891891892
Yanuel Casiano,299,122500,0.01324324324
Jack Costello,300,10000,0.001081081081
Joe De Los Santos,301,7500,0.0008108108108
Matt Halbach,302,180000,0.01945945946
Anthony Donofrio,303,50000,0.005405405405
Michael Snyder,304,17500,0.001891891892
Ethan Dorchies,305,162500,0.01756756757
Trey Pooser,306,72500,0.007837837838
Carter Cunningham,307,22500,0.002432432432
Peyton Carr,308,42500,0.004594594595
Christian Rodriguez,309,147500,0.01594594595
Seamus Barrett,310,5000,0.0005405405405
Jacob Kroeger,311,2500,0.0002702702703
Brady Day,312,176300,0.01905945946
Ramsey David,313,105000,0.01135135135
Trent Youngblood,314,50000,0.005405405405
Jake Jekielek,315,20000,0.002162162162
Kyle Robinson,316,150000,0.01621621622
Zachary Cawyer,317,150000,0.01621621622
Alan Espinal,318,200000,0.02162162162
Blake Shepardson,319,150000,0.01621621622
Merritt Beeker,320,150000,0.01621621622
Jon Jon Gazdar,321,250000,0.02702702703
Trey Gregory-Alford,322,1957500,0.2116216216
Nick Roselli,323,150000,0.01621621622
Jacob Bimbi,324,180000,0.01945945946
Garrett Howe,325,150000,0.01621621622
Micah Ashman,326,150000,0.01621621622
Steven Brooks,327,200000,0.02162162162
Andy Polanco,328,150000,0.01621621622
Edgar Colon,329,247500,0.02675675676
Sean Barnett,330,175000,0.01891891892
Mack Estrada,331,640340,0.06922594595
Eli Lovich,332,650000,0.07027027027
Christian Little,333,200000,0.02162162162
Jake Faherty,334,200000,0.02162162162
Cade Citelli,336,150000,0.01621621622
Troy Guthrie,337,200000,0.02162162162
Michael Carpenter,338,508500,0.05497297297
Sebastian Gongora,339,150000,0.01621621622
Aidan Foeller,340,147500,0.01594594595
Patrick Clohisy,341,150000,0.01621621622
Titan Hayes,342,150000,0.01621621622
Jason Schiavone,343,150000,0.01621621622
Bo Walker,344,500000,0.05405405405
Dalton Pence,345,350000,0.03783783784
Ali Camarillo,346,250000,0.02702702703
Tommy Molsky,347,150000,0.01621621622
Everett Catlett,348,200000,0.02162162162
Nathan Archer,349,150000,0.01621621622
Xander Meckley,350,150000,0.01621621622
Ian Petrutz,351,250000,0.02702702703
Fran Oschell,352,150000,0.01621621622
Ethan Lanthier,353,150000,0.01621621622
Camden Janik,354,120000,0.01297297297
Sean Heppner,355,150000,0.01621621622
Jude Warwick,356,247500,0.02675675676
Brady Tygart,357,300000,0.03243243243
Zander Darby,358,150000,0.01621621622
Will Cannon,359,150000,0.01621621622
Brandon Butterworth,360,150000,0.01621621622
Brendan Jones,361,150000,0.01621621622
Daniel Avitia,362,150000,0.01621621622
Evan Truitt,363,150000,0.01621621622
Connor Caskenette,364,100000,0.01081081081
Tyson Hardin,365,147500,0.01594594595
Jack Lines,366,397500,0.04297297297
Carson Messina,367,550000,0.05945945946
Christian Becerra,368,150000,0.01621621622
Andrew Tess,369,347500,0.03756756757
Cody Morse,370,147500,0.01594594595
Cayman Goode,371,161500,0.01745945946
A.J. Wilson,372,50000,0.005405405405
Ryan Verdugo,373,172500,0.01864864865
John West,374,150000,0.01621621622
Josh Springer,375,200000,0.02162162162
Riley Huge,376,150000,0.01621621622
Sam Kulasingam,377,150000,0.01621621622
Justin Loer,378,150000,0.01621621622
Pierce George,379,197500,0.02135135135
Bryant Olson,380,150000,0.01621621622
Nolan Sparks,381,250000,0.02702702703
Fulton Lockhart,382,150000,0.01621621622
R.J. Gordon,383,150000,0.01621621622
Matt McShane,384,150000,0.01621621622
Bennett Thompson,385,150000,0.01621621622
Lucas Elissalt,386,187500,0.02027027027
Shea Sprague,387,155000,0.01675675676
Drake George,388,150000,0.01621621622
Anthony Stephan,389,150000,0.01621621622
Matthew Watson,390,150000,0.01621621622
Dillon Lewis,391,150000,0.01621621622
Evan Aschenbeck,392,150000,0.01621621622
Brandon Eike,393,150000,0.01621621622
Cody Schrier,394,150000,0.01621621622
Joseph Broughton,395,535000,0.05783783784
Connor Hujsak,396,150000,0.01621621622
Brock Tibbitts,397,150000,0.01621621622
Xavier Kolhosser,398,150000,0.01621621622
Brandon Downer,399,150000,0.01621621622
Mike Villani,400,147500,0.01594594595
Colby Jones,401,150000,0.01621621622
Tegan Cain,402,150000,0.01621621622
Bryce Boettcher,403,150000,0.01621621622
Kyle Ayers,404,150000,0.01621621622
Aidan Deakins,405,150000,0.01621621622
Ryan Magdic,406,35000,0.003783783784
Kyle DeGroat,407,347500,0.03756756757
Sam Gerth,408,300000,0.03243243243
Justin Sinibaldi,409,150000,0.01621621622
Yoel Tejeda,410,225000,0.02432432432
Mason Burns,411,80000,0.008648648649
Najer Victor,412,150000,0.01621621622
Tanner Witt,413,222500,0.02405405405
Ian Farrow,414,25000,0.002702702703
Ryan Cesarini,415,150000,0.01621621622
Preston Howey,416,150000,0.01621621622
Alex Bouchard,417,150000,0.01621621622
Jeremiah Jenkins,418,150000,0.01621621622
Brendan Durfee,420,150000,0.01621621622
Austin Green,421,150000,0.01621621622
Cameron Sisneros,422,100000,0.01081081081
Austin St. Laurent,423,75000,0.008108108108
Cam Clayton,424,150000,0.01621621622
Ryan Schiefer,426,150000,0.01621621622
J.R. Freethy,427,150000,0.01621621622
Jacob Kisting,428,125000,0.01351351351
Cohen Achen,429,25000,0.002702702703
Will Gagnon,430,147500,0.01594594595
Mason Guerra,431,150000,0.01621621622
Ryan Mathiesen,433,150000,0.01621621622
Braden Quinn,434,150000,0.01621621622
Ben Hartl,435,150000,0.01621621622
Blake Hammond,436,150000,0.01621621622
Tyler Davis,437,100000,0.01081081081
Luke Thelen,438,150000,0.01621621622
Mason Moore,439,150000,0.01621621622
Sir Jamison Jones,440,500000,0.05405405405
Sam Brodersen,441,150000,0.01621621622
Bailan Caraballo,442,150000,0.01621621622
Owen Woodward,443,150000,0.01621621622
Ethan Lege,444,25000,0.002702702703
Conner Whittaker,445,150000,0.01621621622
Zach MacDonald,446,150000,0.01621621622
Joey Gartrell,447,150000,0.01621621622
Evan Gray,448,25000,0.002702702703
Jordan Little,449,150000,0.01621621622
Tanner Smith,450,150000,0.01621621622
Marshall Toole,451,150000,0.01621621622
Hayden Frank,452,150000,0.01621621622
Thomas Higgins,453,150000,0.01621621622
Travis Smith,455,462500,0.05
Derek Datil,456,150000,0.01621621622
Jonathan Todd,457,5000,0.0005405405405
Cole Peschl,458,150000,0.01621621622
Carter Rustad,459,50000,0.005405405405
Owen Carey,461,150000,0.01621621622
Luke Gabrysh,462,100000,0.01081081081
Drew Vogel,463,130000,0.01405405405
Rocco Reid,464,150000,0.01621621622
Brooks Fowler,465,150000,0.01621621622
Andrew Morones,467,50000,0.005405405405
Kevin Fitzer,468,100000,0.01081081081
T.J. McCants,469,75000,0.008108108108
Nolan Hughes,470,150000,0.01621621622
Deniel Ortiz,471,200000,0.02162162162
Will Gervase,472,150000,0.01621621622
Josh Blum,473,150000,0.01621621622
Jacob Remily,475,150000,0.01621621622
Griffin Kilander,477,60000,0.006486486486
Tyler Switalski,478,162500,0.01756756757
Jimmy Romano,479,150000,0.01621621622
Kasen Wells,480,150000,0.01621621622
Xavier Rivas,481,150000,0.01621621622
Christian Gordon,482,90000,0.00972972973
Wyatt Lunsford-Shenkman,483,150000,0.01621621622
Eric Rataczak,484,75000,0.008108108108
Jayden Dubanewicz,485,665000,0.07189189189
Brady Marget,486,125000,0.01351351351
Colby Martin,487,75000,0.008108108108
Nate George,489,455000,0.04918918919
Evan Shaw,490,122500,0.01324324324
Titus Dumitru,491,150000,0.01621621622
Eli Trop,492,100000,0.01081081081
Bryce Mayer,493,175812,0.0190067027
Dawson Brown,494,50000,0.005405405405
Eric Loomis,495,150000,0.01621621622
Aidan Layton,496,25000,0.002702702703
Nolan Clifford,498,50000,0.005405405405
Lyle Miller-Green,499,25000,0.002702702703
Gavin Bruni,500,150000,0.01621621622
Brandt Thompson,501,10000,0.001081081081
Lucas Ramirez,502,150000,0.01621621622
Jacoby Long,503,150000,0.01621621622
Andrew Patrick,504,150000,0.01621621622
Logan McGuire,505,150000,0.01621621622
Gabriel Rosado,506,150000,0.01621621622
Yan Cruz,507,150000,0.01621621622
Hunter Dryden,508,50000,0.005405405405
Trent Hodgdon,509,150000,0.01621621622
Ryan Jackson,510,100000,0.01081081081
JoJo Jackson,511,150000,0.01621621622
Ben Johnson,512,50000,0.005405405405
Harrison Krieling,513,50000,0.005405405405
Micah McDowell,514,100000,0.01081081081
Andres Galan,516,180000,0.01945945946
Gavin Smith,517,200000,0.02162162162
Jay Thomason,518,50000,0.005405405405
Iziah Salinas,519,150000,0.01621621622
Jackson Nicklaus,520,147500,0.01594594595
Jacob Shafer,521,75000,0.008108108108
Ryan Degges,522,150000,0.01621621622
Ethan Wagner,523,150000,0.01621621622
Joey Danielson,525,25000,0.002702702703
Tucker Novotny,526,125000,0.01351351351
Corey Cousin,527,347500,0.03756756757
Tyler Hampu,528,50000,0.005405405405
Liam Paddack,529,172500,0.01864864865
Teo Banks,530,150000,0.01621621622
Christian Martin,531,150000,0.01621621622
David Mershon,532,405000,0.04378378378
Jace Hampson,533,150000,0.01621621622
Jake Shirk,534,25000,0.002702702703
Izaak Martinez,535,25000,0.002702702703
Bryce Alewine,536,150000,0.01621621622
Cole Tolbert,537,50000,0.005405405405
Ryan Slater,538,125000,0.01351351351
Jalen Hairston,539,297500,0.03216216216
Victor Figueroa,540,150000,0.01621621622
Gus Hughes,541,50000,0.005405405405
Thomas Mangus,542,220000,0.02378378378
Matt Tiberia,543,100000,0.01081081081
Nate Payne,544,235000,0.02540540541
Tyler Renz,545,850000,0.09189189189
Dominic Niman,546,50000,0.005405405405
Holden Wilkerson,547,150000,0.01621621622
Michael Ross,548,150000,0.01621621622
Michael Caldon,549,100000,0.01081081081
Isaac Ayon,550,147500,0.01594594595
Jake Steels,551,75000,0.008108108108
Kevin Warunek,552,150000,0.01621621622
Grant Burleson,553,125000,0.01351351351
Gunner Gouldsmith,556,20000,0.002162162162
Dash Albus,557,150000,0.01621621622
Nathan Blasick,558,50000,0.005405405405
Nick Pinto,559,25000,0.002702702703
Ryan Minckler,560,150000,0.01621621622
Frank Elissalt,563,50000,0.005405405405
Joe Vogatsky,564,25000,0.002702702703
Cam Schuelke,565,55000,0.005945945946
D'Angelo Ortiz,567,150000,0.01621621622
Vicarte Domingo,570,50000,0.005405405405
Brandon Decker,571,50000,0.005405405405
Owen Ayers,572,50000,0.005405405405
Luke Lashutka,574,10000,0.001081081081
Tony Santa Maria,576,50000,0.005405405405
Logan Whitaker,578,10000,0.001081081081
Braylon Whitaker,579,150000,0.01621621622
Dalton McIntyre,581,100000,0.01081081081
Erik Ritchie,582,112000,0.01210810811
Twine Palmer,583,197500,0.02135135135
Carter Frederick,587,150000,0.01621621622
Hunter Omlid,588,50000,0.005405405405
Owen Rice,591,150000,0.01621621622
Zachary Redner,592,150000,0.01621621622
Cam Walty,595,50000,0.005405405405
Dawson Price,596,150000,0.01621621622
Ben Hansen,597,50000,0.005405405405
Fernando Gonzalez,598,35000,0.003783783784
Brayden Risedorph,602,150000,0.01621621622
Ryan Picollo,603,10000,0.001081081081
Chase Centala,604,50000,0.005405405405
Kaleb Corbett,606,20000,0.002162162162
Evan Yates,609,150000,0.01621621622
Eric Hartman,611,337500,0.03648648649
Kyler Carmack,612,125000,0.01351351351
