name,pick_12,pick_50,pick_86,pick_115
Travis Bazzana,0.543109654273808,0.321994750901358,0.531152045215626,0.744880484937687
Chase Burns,0.513927307043209,0.321994750901358,0.531152045215626,0.744880484937687
Charlie Condon,0.513927307043209,0.321994750901358,0.531152045215626,0.744880484937687
Nick Kurtz,0.517405887707515,0.206524395326979,0.118757918164274,0.0819489622253244
Hagen Smith,0.543109654273808,0.321994750901358,0.531152045215626,0.744880484937687
Jac Caglianone,0.513927307043209,0.321994750901358,0.531152045215626,0.744880484937687
JJ Wetherholt,0.543109654273808,0.321994750901358,0.531152045215626,0.744880484937687
Christian Moore,0.488223540476917,0.206524395326979,0.118757918164274,0.0819489622253244
Konnor Griffin,0.547424209323951,0.323460241961203,0.384155650536984,0.47261539242854
Seaver King,0.517405887707515,0.264259573114169,0.32495498168995,0.413414723581506
Bryce Rainer,0.547424209323951,0.323460241961203,0.384155650536984,0.47261539242854
Braden Montgomery,0.488223540476917,0.264259573114169,0.32495498168995,0.413414723581506
Cam Smith,0.488223540476917,0.264259573114169,0.32495498168995,0.413414723581506
Jurrangelo Cijntje,0.450133379601517,0.186794792341107,0.106969454655696,0.0708831267545106
Braylon Payne,0.345606685005956,0.207409015469463,0.145710197389382,0.112876986087931
Carson Benge,0.517405887707515,0.206524395326979,0.118757918164274,0.0819489622253244
Trey Yesavage,0.517405887707515,0.206524395326979,0.118757918164274,0.0819489622253244
Kaelen Culpepper,0.450133379601517,0.186794792341107,0.106969454655696,0.0708831267545106
Vance Honeycutt,0.420951032370918,0.186794792341107,0.106969454655696,0.0708831267545106
Kellon Lindsey,0.547424209323951,0.265725064174013,0.177958587011307,0.141149631072358
Kash Mayfield,0.547424209323951,0.265725064174013,0.177958587011307,0.141149631072358
Ben Hess,0.382860871495518,0.167501569481768,0.0967394915990214,0.0622797219977034
Dante Nori,0.345606685005956,0.207409015469463,0.145710197389382,0.112876986087931
Walker Janek,0.488223540476917,0.206524395326979,0.118757918164274,0.0819489622253244
Slade Caldwell,0.509334048448551,0.245995461188141,0.16617012350273,0.130083795601544
