name,pick_11,pick_49,pick_72,pick_85,pick_114
Travis Bazzana,0.560326954907518,0.316184826059295,0.449813097426744,0.525342120373563,0.73559051245699
Chase Burns,0.529928676542311,0.316184826059295,0.449813097426744,0.525342120373563,0.73559051245699
Charlie Condon,0.529928676542311,0.316184826059295,0.449813097426744,0.525342120373563,0.73559051245699
Nick Kurtz,0.53355219806763,0.208962353025944,0.15288932594977,0.121195875863238,0.0817798570526723
Hagen Smith,0.560326954907518,0.316184826059295,0.449813097426744,0.525342120373563,0.73559051245699
Jac Caglianone,0.529928676542311,0.316184826059295,0.449813097426744,0.525342120373563,0.73559051245699
JJ Wetherholt,0.560326954907518,0.316184826059295,0.449813097426744,0.525342120373563,0.73559051245699
Christian Moore,0.503153919702423,0.208962353025944,0.15288932594977,0.121195875863238,0.0817798570526723
Konnor Griffin,0.562354588549457,0.321774258389654,0.360551880535291,0.382469666965434,0.467885853601865
Seaver King,0.53355219806763,0.26257358954262,0.301351211688257,0.3232689981184,0.408685184754831
Bryce Rainer,0.562354588549457,0.321774258389654,0.360551880535291,0.382469666965434,0.467885853601865
Braden Montgomery,0.503153919702423,0.26257358954262,0.301351211688257,0.3232689981184,0.408685184754831
Cam Smith,0.503153919702423,0.26257358954262,0.301351211688257,0.3232689981184,0.408685184754831
Jurrangelo Cijntje,0.463694396755912,0.189012162832369,0.138012641533356,0.109186825146958,0.0709299267576644
Braylon Payne,0.352781184614305,0.209122871527243,0.169704182198302,0.147424053447162,0.113293256424621
Carson Benge,0.53355219806763,0.208962353025944,0.15288932594977,0.121195875863238,0.0817798570526723
Trey Yesavage,0.53355219806763,0.208962353025944,0.15288932594977,0.121195875863238,0.0817798570526723
Kaelen Culpepper,0.463694396755912,0.189012162832369,0.138012641533356,0.109186825146958,0.0709299267576644
Vance Honeycutt,0.433296118390705,0.189012162832369,0.138012641533356,0.109186825146958,0.0709299267576644
Kellon Lindsey,0.562354588549457,0.268163021872978,0.212089994796805,0.180396544710272,0.140980525899706
Kash Mayfield,0.562354588549457,0.268163021872978,0.212089994796805,0.180396544710272,0.140980525899706
Ben Hess,0.393836595444195,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Dante Nori,0.352781184614305,0.209122871527243,0.169704182198302,0.147424053447162,0.113293256424621
Walker Janek,0.503153919702423,0.208962353025944,0.15288932594977,0.121195875863238,0.0817798570526723
Slade Caldwell,0.522895065602946,0.248212831679403,0.19721331038039,0.168387493993991,0.130130595604698
Malcolm Moore,0.503153919702423,0.208962353025944,0.15288932594977,0.121195875863238,0.0817798570526723
Ryan Waldschmidt,0.53355219806763,0.208962353025944,0.15288932594977,0.121195875863238,0.0817798570526723
Griff O'Ferrall,0.393836595444195,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Blake Burke,0.393836595444195,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
JD Dix,0.453037264291229,0.228667851603323,0.183458746289346,0.157905773720576,0.121711926014659
Braylon Doughty,0.592752866914664,0.268163021872978,0.212089994796805,0.180396544710272,0.140980525899706
Levi Sterling,0.453037264291229,0.228667851603323,0.183458746289346,0.157905773720576,0.121711926014659
Brody Brecht,0.503153919702423,0.26257358954262,0.301351211688257,0.3232689981184,0.408685184754831
Caleb Lomavita,0.433296118390705,0.189012162832369,0.138012641533356,0.109186825146958,0.0709299267576644
Tommy White,0.463694396755912,0.189012162832369,0.138012641533356,0.109186825146958,0.0709299267576644
David Shields,0.453037264291229,0.228667851603323,0.183458746289346,0.157905773720576,0.121711926014659
Jared Thomas,0.363438317078988,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Caleb Bonemer,0.383179462979511,0.209122871527243,0.169704182198302,0.147424053447162,0.113293256424621
Luke Dickerson,0.383179462979511,0.209122871527243,0.169704182198302,0.147424053447162,0.113293256424621
Chris Cortez,0.463694396755912,0.189012162832369,0.138012641533356,0.109186825146958,0.0709299267576644
Jonathan Santucci,0.393836595444195,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Wyatt Sanford,0.562354588549457,0.268163021872978,0.212089994796805,0.180396544710272,0.140980525899706
Jacob Cozart,0.463694396755912,0.189012162832369,0.138012641533356,0.109186825146958,0.0709299267576644
Owen Hall,0.562354588549457,0.268163021872978,0.212089994796805,0.180396544710272,0.140980525899706
Payton Tolle,0.323978794132477,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Tyson Lewis,0.562354588549457,0.268163021872978,0.212089994796805,0.180396544710272,0.140980525899706
Boston Bateman,0.453037264291229,0.228667851603323,0.183458746289346,0.157905773720576,0.121711926014659
Bryce Cunningham,0.433296118390705,0.189012162832369,0.138012641533356,0.109186825146958,0.0709299267576644
Cole Mathis,0.323978794132477,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Ryan Sloan,0.592752866914664,0.268163021872978,0.212089994796805,0.180396544710272,0.140980525899706
Carter Johnson,0.592752866914664,0.268163021872978,0.212089994796805,0.180396544710272,0.140980525899706
Bryce Meccage,0.422638985926022,0.228667851603323,0.183458746289346,0.157905773720576,0.121711926014659
Khal Stephen,0.393836595444195,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Billy Amick,0.29358051576727,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Ethan Anderson,0.323978794132477,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Carter Holton,0.323978794132477,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Griffin Burkholder,0.422638985926022,0.228667851603323,0.183458746289346,0.157905773720576,0.121711926014659
Ivan Luciano,0.352781184614305,0.209122871527243,0.169704182198302,0.147424053447162,0.113293256424621
Dylan Dreiling,0.29358051576727,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Blake Larson,0.352781184614305,0.209122871527243,0.169704182198302,0.147424053447162,0.113293256424621
Dasan Hill,0.562354588549457,0.268163021872978,0.212089994796805,0.180396544710272,0.140980525899706
Aiden May,0.393836595444195,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Luke Holman,0.393836595444195,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Ethan Schiefelbein,0.453037264291229,0.228667851603323,0.183458746289346,0.157905773720576,0.121711926014659
Gage Jump,0.323978794132477,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Ryan Johnson,0.393836595444195,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Josh Kuroda-Grauer,0.323978794132477,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Drew Beam,0.323978794132477,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Cole Messina,0.254120992820759,0.130377222604129,0.0967489492602239,0.0777416643267125,0.0509118265896518
Nick McLain,0.254120992820759,0.130377222604129,0.0967489492602239,0.0777416643267125,0.0509118265896518
Kevin Bazzell,0.393836595444195,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Brian Holiday,0.254120992820759,0.130377222604129,0.0967489492602239,0.0777416643267125,0.0509118265896518
Nate Dohm,0.29358051576727,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Josh Hartle,0.393836595444195,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Joey Oakie,0.49249678723774,0.248212831679403,0.19721331038039,0.168387493993991,0.130130595604698
Josh Randall,0.323978794132477,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Brandon Neely,0.254120992820759,0.130377222604129,0.0967489492602239,0.0777416643267125,0.0509118265896518
Mike Sirota,0.393836595444195,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Cobb Hightower,0.352781184614305,0.209122871527243,0.169704182198302,0.147424053447162,0.113293256424621
Thatcher Hurd,0.393836595444195,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Ronny Cruz,0.352781184614305,0.209122871527243,0.169704182198302,0.147424053447162,0.113293256424621
Hunter Cranton,0.393836595444195,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Gage Miller,0.254120992820759,0.130377222604129,0.0967489492602239,0.0777416643267125,0.0509118265896518
Jaron DeBerry,0.323978794132477,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Nathan Flewelling,0.352781184614305,0.209122871527243,0.169704182198302,0.147424053447162,0.113293256424621
Johnny King,0.383179462979511,0.209122871527243,0.169704182198302,0.147424053447162,0.113293256424621
Khadim Diaw,0.29358051576727,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Austin Overn,0.29358051576727,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Chase Harlan,0.352781184614305,0.209122871527243,0.169704182198302,0.147424053447162,0.113293256424621
Luke Sinnard,0.363438317078988,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
John Spikerman,0.323978794132477,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Ryan Forcucci,0.363438317078988,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Daniel Eagen,0.363438317078988,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Casey Cook,0.323978794132477,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Rodney Green,0.223722714455552,0.130377222604129,0.0967489492602239,0.0777416643267125,0.0509118265896518
Blake Wright,0.254120992820759,0.130377222604129,0.0967489492602239,0.0777416643267125,0.0509118265896518
Casey Saucke,0.254120992820759,0.130377222604129,0.0967489492602239,0.0777416643267125,0.0509118265896518
Jackson Kent,0.254120992820759,0.130377222604129,0.0967489492602239,0.0777416643267125,0.0509118265896518
Ryan Campos,0.254120992820759,0.130377222604129,0.0967489492602239,0.0777416643267125,0.0509118265896518
Austin Gordon,0.254120992820759,0.130377222604129,0.0967489492602239,0.0777416643267125,0.0509118265896518
Eddie Rynders,0.352781184614305,0.209122871527243,0.169704182198302,0.147424053447162,0.113293256424621
Rafe Schlesinger,0.254120992820759,0.130377222604129,0.0967489492602239,0.0777416643267125,0.0509118265896518
Michael Massey,0.393836595444195,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Zach Ehrhard,0.29358051576727,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Dakota Jordan,0.29358051576727,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Peyton Stovall,0.323978794132477,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Tyson Neighbors,0.393836595444195,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Gage Ziehl,0.254120992820759,0.130377222604129,0.0967489492602239,0.0777416643267125,0.0509118265896518
Ty Southisene,0.282923383302586,0.189577891451163,0.155949618107258,0.136942333173747,0.110112495436686
Josh Caron,0.323978794132477,0.149922202680209,0.110503513351268,0.0882233846001275,0.0540925875775863
Fenwick Trimble,0.254120992820759,0.130377222604129,0.0967489492602239,0.0777416643267125,0.0509118265896518
Marco Dinges,0.223722714455552,0.130377222604129,0.0967489492602239,0.0777416643267125,0.0509118265896518
Nate Knowles,0.223722714455552,0.130377222604129,0.0967489492602239,0.0777416643267125,0.0509118265896518
Sean Keys,0.393836595444195,0.169467182756289,0.124258077442312,0.0987051048735424,0.0625112571676249
Jaime Ferrer,0.0840071118321175,0.0912872624519694,0.0692398210781361,0.0567782237798827,0.0445503046137818
Chase Allsup,0.0840071118321175,0.0912872624519694,0.0692398210781361,0.0567782237798827,0.0445503046137818
Jakob Wright,0.0840071118321175,0.0912872624519694,0.0692398210781361,0.0567782237798827,0.0445503046137818
Herick Hernandez,0.0840071118321175,0.0912872624519694,0.0692398210781361,0.0567782237798827,0.0445503046137818
