name,pick_16,pick_56,pick_70,pick_92,pick_122
Travis Bazzana,0.474240451738966,0.356854299953736,0.438193247742618,0.566011594268004,0.809910292302561
Chase Burns,0.449921829046801,0.356854299953736,0.438193247742618,0.566011594268004,0.809910292302561
Charlie Condon,0.449921829046801,0.356854299953736,0.438193247742618,0.566011594268004,0.809910292302561
Nick Kurtz,0.452820646267055,0.191896649133195,0.157765241347699,0.104130171970489,0.0831326984338883
Hagen Smith,0.474240451738966,0.356854299953736,0.438193247742618,0.566011594268004,0.809910292302561
Jac Caglianone,0.449921829046801,0.356854299953736,0.438193247742618,0.566011594268004,0.809910292302561
JJ Wetherholt,0.474240451738966,0.356854299953736,0.438193247742618,0.566011594268004,0.809910292302561
Christian Moore,0.42850202357489,0.191896649133195,0.157765241347699,0.104130171970489,0.0831326984338883
Konnor Griffin,0.487702692421924,0.3335761433905,0.357179913392192,0.39427155196628,0.505722164215259
Seaver King,0.452820646267055,0.274375474543466,0.297979244545158,0.335070883119247,0.446521495368225
Bryce Rainer,0.487702692421924,0.3335761433905,0.357179913392192,0.39427155196628,0.505722164215259
Braden Montgomery,0.42850202357489,0.274375474543466,0.297979244545158,0.335070883119247,0.446521495368225
Cam Smith,0.42850202357489,0.274375474543466,0.297979244545158,0.335070883119247,0.446521495368225
Jurrangelo Cijntje,0.395889310983934,0.173490569393539,0.142447382515879,0.0936652317081276,0.0705555267324315
Braylon Payne,0.316908686572559,0.197125879122783,0.173131894313862,0.135427061042701,0.1099630937311
Carson Benge,0.452820646267055,0.191896649133195,0.157765241347699,0.104130171970489,0.0831326984338883
Trey Yesavage,0.452820646267055,0.191896649133195,0.157765241347699,0.104130171970489,0.0831326984338883
Kaelen Culpepper,0.395889310983934,0.173490569393539,0.142447382515879,0.0936652317081276,0.0705555267324315
Vance Honeycutt,0.371570688291768,0.173490569393539,0.142447382515879,0.0936652317081276,0.0705555267324315
Kellon Lindsey,0.487702692421924,0.251097317980229,0.216965910194733,0.163330840817523,0.142333367280923
Kash Mayfield,0.487702692421924,0.251097317980229,0.216965910194733,0.163330840817523,0.142333367280923
Ben Hess,0.338957975700812,0.155707889834644,0.128189303991353,0.0849458119518974,0.0606589758082482
Dante Nori,0.316908686572559,0.197125879122783,0.173131894313862,0.135427061042701,0.1099630937311
Walker Janek,0.42850202357489,0.191896649133195,0.157765241347699,0.104130171970489,0.0831326984338883
Slade Caldwell,0.455089979830968,0.232691238240573,0.201648051362913,0.152865900555161,0.129756195579466
Malcolm Moore,0.42850202357489,0.191896649133195,0.157765241347699,0.104130171970489,0.0831326984338883
Ryan Waldschmidt,0.452820646267055,0.191896649133195,0.157765241347699,0.104130171970489,0.0831326984338883
Griff O'Ferrall,0.338957975700812,0.155707889834644,0.128189303991353,0.0849458119518974,0.0606589758082482
Blake Burke,0.338957975700812,0.155707889834644,0.128189303991353,0.0849458119518974,0.0606589758082482
JD Dix,0.398158644547846,0.214908558681678,0.187389972838387,0.144146480798931,0.119859644655282
Braylon Doughty,0.51202131511409,0.251097317980229,0.216965910194733,0.163330840817523,0.142333367280923
Levi Sterling,0.398158644547846,0.214908558681678,0.187389972838387,0.144146480798931,0.119859644655282
Brody Brecht,0.42850202357489,0.274375474543466,0.297979244545158,0.335070883119247,0.446521495368225
Caleb Lomavita,0.371570688291768,0.173490569393539,0.142447382515879,0.0936652317081276,0.0705555267324315
Tommy White,0.395889310983934,0.173490569393539,0.142447382515879,0.0936652317081276,0.0705555267324315
David Shields,0.398158644547846,0.214908558681678,0.187389972838387,0.144146480798931,0.119859644655282
Jared Thomas,0.314639353008646,0.155707889834644,0.128189303991353,0.0849458119518974,0.0606589758082482
Caleb Bonemer,0.341227309264724,0.197125879122783,0.173131894313862,0.135427061042701,0.1099630937311
Luke Dickerson,0.341227309264724,0.197125879122783,0.173131894313862,0.135427061042701,0.1099630937311
Chris Cortez,0.395889310983934,0.173490569393539,0.142447382515879,0.0936652317081276,0.0705555267324315
Jonathan Santucci,0.338957975700812,0.155707889834644,0.128189303991353,0.0849458119518974,0.0606589758082482
Wyatt Sanford,0.487702692421924,0.251097317980229,0.216965910194733,0.163330840817523,0.142333367280923
Jacob Cozart,0.395889310983934,0.173490569393539,0.142447382515879,0.0936652317081276,0.0705555267324315
Owen Hall,0.487702692421924,0.251097317980229,0.216965910194733,0.163330840817523,0.142333367280923
Payton Tolle,0.28202664041769,0.137925210275748,0.113931225466828,0.0762263921956672,0.0507624248840652
Tyson Lewis,0.487702692421924,0.251097317980229,0.216965910194733,0.163330840817523,0.142333367280923
Boston Bateman,0.398158644547846,0.214908558681678,0.187389972838387,0.144146480798931,0.119859644655282
Bryce Cunningham,0.371570688291768,0.173490569393539,0.142447382515879,0.0936652317081276,0.0705555267324315
Cole Mathis,0.28202664041769,0.137925210275748,0.113931225466828,0.0762263921956672,0.0507624248840652
Ryan Sloan,0.51202131511409,0.251097317980229,0.216965910194733,0.163330840817523,0.142333367280923
Carter Johnson,0.51202131511409,0.251097317980229,0.216965910194733,0.163330840817523,0.142333367280923
