name,pick_20,pick_59,pick_95,pick_125,pick_136
Travis Bazzana,0.405371249204124,0.374284074479925,0.583441368794193,0.837780209744651,0.939969907032311
Chase Burns,0.385916351050392,0.374284074479925,0.583441368794193,0.837780209744651,0.939969907032311
Charlie Condon,0.385916351050392,0.374284074479925,0.583441368794193,0.837780209744651,0.939969907032311
Nick Kurtz,0.388235404826596,0.184582776036303,0.0968162988735972,0.0836400139518441,0.0855001708510159
Hagen Smith,0.405371249204124,0.374284074479925,0.583441368794193,0.837780209744651,0.939969907032311
Jac Caglianone,0.385916351050392,0.374284074479925,0.583441368794193,0.837780209744651,0.939969907032311
JJ Wetherholt,0.405371249204124,0.374284074479925,0.583441368794193,0.837780209744651,0.939969907032311
Christian Moore,0.368780506672864,0.184582776036303,0.0968162988735972,0.0836400139518441,0.0855001708510159
Konnor Griffin,0.427981175519898,0.338634094105148,0.399329502680929,0.519910780695282,0.571935707788698
Seaver King,0.388235404826596,0.279433425258114,0.340128833833895,0.460710111848247,0.512735038941663
Bryce Rainer,0.427981175519898,0.338634094105148,0.399329502680929,0.519910780695282,0.571935707788698
Braden Montgomery,0.368780506672864,0.279433425258114,0.340128833833895,0.460710111848247,0.512735038941663
Cam Smith,0.368780506672864,0.279433425258114,0.340128833833895,0.460710111848247,0.512735038941663
Jurrangelo Cijntje,0.341645242366351,0.166838457919754,0.0870131202343435,0.0704151267229701,0.0699003266882746
Braylon Payne,0.288210688139162,0.191984310949442,0.130285492869361,0.10871428272103,0.104135309017439
Carson Benge,0.388235404826596,0.184582776036303,0.0968162988735972,0.0836400139518441,0.0855001708510159
Trey Yesavage,0.388235404826596,0.184582776036303,0.0968162988735972,0.0836400139518441,0.0855001708510159
Kaelen Culpepper,0.341645242366351,0.166838457919754,0.0870131202343435,0.0704151267229701,0.0699003266882746
Vance Honeycutt,0.322190344212618,0.166838457919754,0.0870131202343435,0.0704151267229701,0.0699003266882746
Kellon Lindsey,0.427981175519898,0.243783444883337,0.156016967720632,0.142840682798878,0.14470083969805
Kash Mayfield,0.427981175519898,0.243783444883337,0.156016967720632,0.142840682798878,0.14470083969805
Ben Hess,0.295055079906105,0.149811050011081,0.0790489721283352,0.059964370298483,0.0574174834293401
Dante Nori,0.288210688139162,0.191984310949442,0.130285492869361,0.10871428272103,0.104135309017439
Walker Janek,0.368780506672864,0.184582776036303,0.0968162988735972,0.0836400139518441,0.0855001708510159
Slade Caldwell,0.400845911213385,0.226039126766788,0.146213789081378,0.129615795570004,0.129100995535309
Malcolm Moore,0.368780506672864,0.184582776036303,0.0968162988735972,0.0836400139518441,0.0855001708510159
Ryan Waldschmidt,0.388235404826596,0.184582776036303,0.0968162988735972,0.0836400139518441,0.0855001708510159
Griff O'Ferrall,0.295055079906105,0.149811050011081,0.0790489721283352,0.059964370298483,0.0574174834293401
Blake Burke,0.295055079906105,0.149811050011081,0.0790489721283352,0.059964370298483,0.0574174834293401
