name,0,0,0,0
Travis Bazzana,0.6319969947475491,0.0356420755318819,0.00011410006360059878,3.5373010385253367e-08
Chase Burns,0.6369965179553476,0.037742279043636695,0.00013334866057421687,4.7492317388368184e-08
Charlie Condon,0.5964680554854267,0.023408853679234187,3.6320303302418206e-05,4.065695393839902e-09
Nick Kurtz,0.8745934292799449,0.3777065286145411,0.07057917239511996,0.00666984899758293
Hagen Smith,0.6017372164915968,0.02495367902638367,4.322343012053934e-05,5.6487712580186604e-09
Jac Caglianone,0.5223937411785302,0.008931563864066771,2.635038284214238e-06,2.8566413896762308e-11
JJ Wetherholt,0.6319969947475491,0.0356420755318819,0.00011410006360059878,3.5373010385253367e-08
Christian Moore,0.8571597515920664,0.3262991737049676,0.0473886059054184,0.003141656214149894
Konnor Griffin,0.6957124709503578,0.07162576999760199,0.0007631036740526938,1.2835137080386688e-06
Seaver King,0.6938818888599901,0.07026759626558161,0.0007243452712722598,1.163100273718571e-06
Bryce Rainer,0.6724957808705234,0.05597117763688179,0.00038990473819048535,3.6079367311243534e-07
Braden Montgomery,0.7014296332391482,0.07601434850001966,0.0008972290032790289,1.7430012241260494e-06
Cam Smith,0.7541132340005929,0.12865723015553962,0.0037598289627315323,2.6140551010824072e-05
Jurrangelo Cijntje,0.920584854224979,0.5481279289330897,0.19454851281445087,0.045324726897342266
Braylon Payne,0.9682347590958018,0.7909213018295556,0.5280041664386006,0.29909754558194024
Carson Benge,0.833168849721256,0.2654809159213074,0.027024540216841204,0.0010868834867502
Trey Yesavage,0.8809384458062703,0.39807558661162684,0.08143038300722105,0.008739717904762368
Kaelen Culpepper,0.8967231631914234,0.4529061054153161,0.11571224327153287,0.01697783575113921
Vance Honeycutt,0.8996216153448933,0.46365148489581737,0.1233408350379019,0.019155108323926424
Kellon Lindsey,0.8051788576151513,0.2071088487290154,0.013745046098145024,0.00030289075020180584
Kash Mayfield,0.8483294976136597,0.3026485344918457,0.03861001189976634,0.002133078653094861
Ben Hess,0.9628935340956839,0.7597610953522226,0.4732684599970283,0.2432127815724522
Dante Nori,0.9682347590958018,0.7909213018295556,0.5280041664386006,0.29909754558194024
Walker Janek,0.9017705900625861,0.4717596008173496,0.12930255045118846,0.020942470617193575
Slade Caldwell,0.9030444643088068,0.4766234374132521,0.13296465202812244,0.022077540852236826
Malcolm Moore,0.9017705900625861,0.4717596008173496,0.12930255045118846,0.020942470617193575
Ryan Waldschmidt,0.833168849721256,0.2654809159213074,0.027024540216841204,0.0010868834867502
Griff O'Ferrall,0.9454418234275191,0.665209713430535,0.3295731008166737,0.12273768719908106
Blake Burke,0.9608196109841783,0.7479506298113348,0.4535041992803343,0.22437458869267368
JD Dix,0.9409089726093196,0.6423809409239908,0.29968013901439794,0.10255028388636717
Braylon Doughty,0.8783650321375313,0.38970295417227224,0.07685108700751103,0.007834153220545141
Levi Sterling,0.9620536593509925,0.7549589893841963,0.46516798448684243,0.2354053984293649
Brody Brecht,0.7816802185319462,0.16700607173493587,0.007649903782556278,0.0001000749561276098
Caleb Lomavita,0.9450953815621637,0.663440579726022,0.327192020593803,0.12106721260330688
Tommy White,0.9237385487203931,0.5619192907777025,0.20816724433077022,0.05150730954636747
David Shields,0.9548177014191127,0.7146589240342709,0.400627150281883,0.17750875917831682
Jared Thomas,0.9438646616371831,0.6571885758434098,0.31886472767540797,0.11530996041786427
Caleb Bonemer,0.976083048494866,0.8387048811042791,0.6194455050308242,0.4044893221608885
Luke Dickerson,0.976083048494866,0.8387048811042791,0.6194455050308242,0.4044893221608885
Chris Cortez,0.933108028561139,0.6046728960652541,0.2541699388239285,0.0751182248401062
Jonathan Santucci,0.9558140215610852,0.7200952119945748,0.40897935735773033,0.1845674809054318
Wyatt Sanford,0.8051788576151513,0.2071088487290154,0.013745046098145024,0.00030289075020180584
Jacob Cozart,0.9510901162124226,0.6946325232303562,0.3707924986977933,0.15335621251866044
Owen Hall,0.871423814865765,0.36787248900620195,0.06568723146028539,0.005823170271470203
Payton Tolle,0.977009586587022,0.8445069462930355,0.6311830361861781,0.41909638247113845
Tyson Lewis,0.8051788576151513,0.2071088487290154,0.013745046098145024,0.00030289075020180584
Boston Bateman,0.9573659858854998,0.7286343368708559,0.4223196912340208,0.19611023374324826
Bryce Cunningham,0.9291643679648381,0.5863477655315052,0.23374016822453483,0.06411658034452226
Cole Mathis,0.9796395915486763,0.8611652473355123,0.6656616811398132,0.46341195253249545
Ryan Sloan,0.8783650321375313,0.38970295417227224,0.07685108700751103,0.007834153220545141
Carter Johnson,0.815299950576861,0.2267869035208894,0.017598558146562842,0.0004832039230232361
Bryce Meccage,0.9597796389239265,0.7420880960748024,0.4438908938361881,0.21547060064638887
Khal Stephen,0.9628935340956839,0.7597610953522226,0.4732684599970283,0.2432127815724522
Billy Amick,0.9752035886958903,0.8332294578386806,0.6084963164215994,0.39108351748883413
Ethan Anderson,0.9842525141223161,0.891068210298394,0.7304955451885605,0.5523967385698687
Carter Holton,0.9756204557563242,0.8358209725444165,0.6136631620331712,0.39738311293843875
Griffin Burkholder,0.942607090757187,0.6508527188056866,0.3105638462517124,0.10970260388000462
Ivan Luciano,0.9829151211976344,0.8823078873580055,0.7111064471131184,0.5250147560064959
Dylan Dreiling,0.9689400435499013,0.7951170873669998,0.5356656975273498,0.3073526569378551
Blake Larson,0.9735598719444772,0.8230784613461571,0.5885230304062249,0.36717778824370045
Dasan Hill,0.8483294976136597,0.3026485344918457,0.03861001189976634,0.002133078653094861
