name,pick_14,pick_54,pick_90,pick_120
Travis Bazzana,0.508675053006387,0.34523445026961,0.554391744583878,0.791330347341169
Chase Burns,0.481924568045005,0.34523445026961,0.554391744583878,0.791330347341169
Charlie Condon,0.481924568045005,0.34523445026961,0.554391744583878,0.791330347341169
Nick Kurtz,0.485113266987285,0.196772564531123,0.109006087368417,0.0827944880885852
Hagen Smith,0.508675053006387,0.34523445026961,0.554391744583878,0.791330347341169
Jac Caglianone,0.481924568045005,0.34523445026961,0.554391744583878,0.791330347341169
JJ Wetherholt,0.508675053006387,0.34523445026961,0.554391744583878,0.791330347341169
Christian Moore,0.458362782025903,0.196772564531123,0.109006087368417,0.0827944880885852
Konnor Griffin,0.517563450872937,0.330204176247401,0.390899584823182,0.496263086561911
Seaver King,0.485113266987285,0.271003507400366,0.331698915976148,0.437062417714877
Bryce Rainer,0.517563450872937,0.330204176247401,0.390899584823182,0.496263086561911
Braden Montgomery,0.458362782025903,0.271003507400366,0.331698915976148,0.437062417714877
Cam Smith,0.458362782025903,0.271003507400366,0.331698915976148,0.437062417714877
Jurrangelo Cijntje,0.423011345292725,0.177925310376061,0.0980999726906505,0.0706491267387404
Braylon Payne,0.331257685789257,0.200553591238343,0.138854773158261,0.11079563440448
Carson Benge,0.485113266987285,0.196772564531123,0.109006087368417,0.0827944880885852
Trey Yesavage,0.485113266987285,0.196772564531123,0.109006087368417,0.0827944880885852
Kaelen Culpepper,0.423011345292725,0.177925310376061,0.0980999726906505,0.0706491267387404
Vance Honeycutt,0.396260860331343,0.177925310376061,0.0980999726906505,0.0706491267387404
Kellon Lindsey,0.517563450872937,0.255973233378157,0.168206756215451,0.141995156935619
Kash Mayfield,0.517563450872937,0.255973233378157,0.168206756215451,0.141995156935619
Ben Hess,0.360909423598165,0.159639116383685,0.0888770385009386,0.0611220461480933
Dante Nori,0.331257685789257,0.200553591238343,0.138854773158261,0.11079563440448
Walker Janek,0.458362782025903,0.196772564531123,0.109006087368417,0.0827944880885852
Slade Caldwell,0.482212014139759,0.237125979223096,0.157300641537684,0.129849795585775
Malcolm Moore,0.458362782025903,0.196772564531123,0.109006087368417,0.0827944880885852
Ryan Waldschmidt,0.485113266987285,0.196772564531123,0.109006087368417,0.0827944880885852
Griff O'Ferrall,0.360909423598165,0.159639116383685,0.0888770385009386,0.0611220461480933
Blake Burke,0.360909423598165,0.159639116383685,0.0888770385009386,0.0611220461480933
JD Dix,0.420110092445199,0.218839785230719,0.148077707347973,0.120322714995127
Braylon Doughty,0.544313935834319,0.255973233378157,0.168206756215451,0.141995156935619
Levi Sterling,0.420110092445199,0.218839785230719,0.148077707347973,0.120322714995127
Brody Brecht,0.458362782025903,0.271003507400366,0.331698915976148,0.437062417714877
Caleb Lomavita,0.396260860331343,0.177925310376061,0.0980999726906505,0.0706491267387404
Tommy White,0.423011345292725,0.177925310376061,0.0980999726906505,0.0706491267387404
David Shields,0.420110092445199,0.218839785230719,0.148077707347973,0.120322714995127
Jared Thomas,0.334158938636783,0.159639116383685,0.0888770385009386,0.0611220461480933
Caleb Bonemer,0.358008170750639,0.200553591238343,0.138854773158261,0.11079563440448
Luke Dickerson,0.358008170750639,0.200553591238343,0.138854773158261,0.11079563440448
Chris Cortez,0.423011345292725,0.177925310376061,0.0980999726906505,0.0706491267387404
Jonathan Santucci,0.360909423598165,0.159639116383685,0.0888770385009386,0.0611220461480933
Wyatt Sanford,0.517563450872937,0.255973233378157,0.168206756215451,0.141995156935619
Jacob Cozart,0.423011345292725,0.177925310376061,0.0980999726906505,0.0706491267387404
Owen Hall,0.517563450872937,0.255973233378157,0.168206756215451,0.141995156935619
Payton Tolle,0.298807501903605,0.141352922391309,0.0796541043112272,0.0515949655574466
Tyson Lewis,0.517563450872937,0.255973233378157,0.168206756215451,0.141995156935619
Boston Bateman,0.420110092445199,0.218839785230719,0.148077707347973,0.120322714995127
Bryce Cunningham,0.396260860331343,0.177925310376061,0.0980999726906505,0.0706491267387404
Cole Mathis,0.298807501903605,0.141352922391309,0.0796541043112272,0.0515949655574466
Ryan Sloan,0.544313935834319,0.255973233378157,0.168206756215451,0.141995156935619
Carter Johnson,0.544313935834319,0.255973233378157,0.168206756215451,0.141995156935619
Bryce Meccage,0.393359607483817,0.218839785230719,0.148077707347973,0.120322714995127
Khal Stephen,0.360909423598165,0.159639116383685,0.0888770385009386,0.0611220461480933
Billy Amick,0.272057016942223,0.141352922391309,0.0796541043112272,0.0515949655574466
Ethan Anderson,0.298807501903605,0.141352922391309,0.0796541043112272,0.0515949655574466
Carter Holton,0.298807501903605,0.141352922391309,0.0796541043112272,0.0515949655574466
Griffin Burkholder,0.393359607483817,0.218839785230719,0.148077707347973,0.120322714995127
Ivan Luciano,0.331257685789257,0.200553591238343,0.138854773158261,0.11079563440448
Dylan Dreiling,0.272057016942223,0.141352922391309,0.0796541043112272,0.0515949655574466
Blake Larson,0.331257685789257,0.200553591238343,0.138854773158261,0.11079563440448
Dasan Hill,0.517563450872937,0.255973233378157,0.168206756215451,0.141995156935619
Aiden May,0.360909423598165,0.159639116383685,0.0888770385009386,0.0611220461480933
Luke Holman,0.360909423598165,0.159639116383685,0.0888770385009386,0.0611220461480933
Ethan Schiefelbein,0.420110092445199,0.218839785230719,0.148077707347973,0.120322714995127
Gage Jump,0.298807501903605,0.141352922391309,0.0796541043112272,0.0515949655574466
Ryan Johnson,0.360909423598165,0.159639116383685,0.0888770385009386,0.0611220461480933
Josh Kuroda-Grauer,0.298807501903605,0.141352922391309,0.0796541043112272,0.0515949655574466
Drew Beam,0.298807501903605,0.141352922391309,0.0796541043112272,0.0515949655574466
Cole Messina,0.236705580209045,0.123066728398932,0.0704311701215158,0.0499247478699555
Nick McLain,0.236705580209045,0.123066728398932,0.0704311701215158,0.0499247478699555
Kevin Bazzell,0.360909423598165,0.159639116383685,0.0888770385009386,0.0611220461480933
Brian Holiday,0.236705580209045,0.123066728398932,0.0704311701215158,0.0499247478699555
Nate Dohm,0.272057016942223,0.141352922391309,0.0796541043112272,0.0515949655574466
Josh Hartle,0.360909423598165,0.159639116383685,0.0888770385009386,0.0611220461480933
Joey Oakie,0.455461529178377,0.237125979223096,0.157300641537684,0.129849795585775
Josh Randall,0.298807501903605,0.141352922391309,0.0796541043112272,0.0515949655574466
Brandon Neely,0.236705580209045,0.123066728398932,0.0704311701215158,0.0499247478699555
Mike Sirota,0.360909423598165,0.159639116383685,0.0888770385009386,0.0611220461480933
Cobb Hightower,0.331257685789257,0.200553591238343,0.138854773158261,0.11079563440448
Thatcher Hurd,0.360909423598165,0.159639116383685,0.0888770385009386,0.0611220461480933
Ronny Cruz,0.331257685789257,0.200553591238343,0.138854773158261,0.11079563440448
Hunter Cranton,0.360909423598165,0.159639116383685,0.0888770385009386,0.0611220461480933
Gage Miller,0.236705580209045,0.123066728398932,0.0704311701215158,0.0499247478699555
Jaron DeBerry,0.298807501903605,0.141352922391309,0.0796541043112272,0.0515949655574466
Nathan Flewelling,0.331257685789257,0.200553591238343,0.138854773158261,0.11079563440448
Johnny King,0.358008170750639,0.200553591238343,0.138854773158261,0.11079563440448
Khadim Diaw,0.272057016942223,0.141352922391309,0.0796541043112272,0.0515949655574466
Austin Overn,0.272057016942223,0.141352922391309,0.0796541043112272,0.0515949655574466
Chase Harlan,0.331257685789257,0.200553591238343,0.138854773158261,0.11079563440448
Luke Sinnard,0.334158938636783,0.159639116383685,0.0888770385009386,0.0611220461480933
John Spikerman,0.298807501903605,0.141352922391309,0.0796541043112272,0.0515949655574466
