name,pick_7,pick_80,pick_109
Casey Cook,0.382330199209828,0.0967926648890276,0.0561739392610365
Rodney Green,0.266869222171594,0.085052158531909,0.051734392189398
Blake Wright,0.302131225075234,0.085052158531909,0.051734392189398
Casey Saucke,0.302131225075234,0.085052158531909,0.051734392189398
Jackson Kent,0.302131225075234,0.085052158531909,0.051734392189398
Ryan Campos,0.302131225075234,0.085052158531909,0.051734392189398
Austin Gordon,0.302131225075234,0.085052158531909,0.051734392189398
Eddie Rynders,0.406268865153222,0.155993333736062,0.115374608108071
Rafe Schlesinger,0.302131225075234,0.085052158531909,0.051734392189398
Michael Massey,0.462529173344422,0.108533171246146,0.063668933017235
Zach Ehrhard,0.347068196306188,0.0967926648890276,0.0561739392610365
Dakota Jordan,0.347068196306188,0.0967926648890276,0.0561739392610365
Peyton Stovall,0.382330199209828,0.0967926648890276,0.0561739392610365
Tyson Neighbors,0.462529173344422,0.108533171246146,0.063668933017235
Gage Ziehl,0.302131225075234,0.085052158531909,0.051734392189398
Ty Southisene,0.326069891018628,0.144252827378943,0.110935061036432
Josh Caron,0.382330199209828,0.0967926648890276,0.0561739392610365
Fenwick Trimble,0.302131225075234,0.085052158531909,0.051734392189398
Marco Dinges,0.266869222171594,0.085052158531909,0.051734392189398
Nate Knowles,0.266869222171594,0.085052158531909,0.051734392189398
Sean Keys,0.462529173344422,0.108533171246146,0.063668933017235
Jaime Ferrer,0.106471273902406,0.0615711458176719,0.0428552980461214
Chase Allsup,0.106471273902406,0.0615711458176719,0.0428552980461214
Jakob Wright,0.106471273902406,0.0615711458176719,0.0428552980461214
Herick Hernandez,0.106471273902406,0.0615711458176719,0.0428552980461214
Carson DeMartini,0.347068196306188,0.0967926648890276,0.0561739392610365
Parker Smith,0.266869222171594,0.085052158531909,0.051734392189398
Tytus Cissell,0.406268865153222,0.155993333736062,0.115374608108071
David Hagaman,0.507466144575377,0.120273677603264,0.0711639267734346
Kavares Tears,0.427267170440782,0.108533171246146,0.063668933017235
Clark Candiotti,0.106471273902406,0.0615711458176719,0.0428552980461214
Nick Mitchell,0.106471273902406,0.0615711458176719,0.0428552980461214
Sam Stuhr,0.106471273902406,0.0615711458176719,0.0428552980461214
A.J. Causey,0.106471273902406,0.0615711458176719,0.0428552980461214
Sam Antonacci,0.106471273902406,0.0615711458176719,0.0428552980461214
Braden Davis,0.347068196306188,0.0967926648890276,0.0561739392610365
Dylan Jordan,0.16567194274944,0.120771814664706,0.102055966893155
Trey Snyder,0.326069891018628,0.144252827378943,0.110935061036432
Will Taylor,0.106471273902406,0.0615711458176719,0.0428552980461214
Aidan Major,0.106471273902406,0.0615711458176719,0.0428552980461214
Jack Penney,0.106471273902406,0.0615711458176719,0.0428552980461214
Brandon Clarke,0.347068196306188,0.0967926648890276,0.0561739392610365
Jakob Christian,0.106471273902406,0.0615711458176719,0.0428552980461214
Tristan Smith,0.106471273902406,0.0615711458176719,0.0428552980461214
Kale Fountain,0.406268865153222,0.155993333736062,0.115374608108071
Greysen Carter,0.106471273902406,0.0615711458176719,0.0428552980461214
Ariel Armas,0.106471273902406,0.0615711458176719,0.0428552980461214
Charlie Beilenson,0.106471273902406,0.0615711458176719,0.0428552980461214
Grant Shepardson,0.406268865153222,0.155993333736062,0.115374608108071
John Holobetz,0.106471273902406,0.0615711458176719,0.0428552980461214
Jacob Kmatz,0.106471273902406,0.0615711458176719,0.0428552980461214
Jackson Wentworth,0.266869222171594,0.085052158531909,0.051734392189398
Caden Kendle,0.106471273902406,0.0615711458176719,0.0428552980461214
Ryan Stafford,0.347068196306188,0.0967926648890276,0.0561739392610365
Carter Mathison,0.266869222171594,0.085052158531909,0.051734392189398
Cole Hertzler,0.347068196306188,0.0967926648890276,0.0561739392610365
Connor Foley,0.106471273902406,0.0615711458176719,0.0428552980461214
Devin Fitz-Gerald,0.16567194274944,0.120771814664706,0.102055966893155
Mason Marriott,0.382330199209828,0.0967926648890276,0.0561739392610365
Dennis Colleran,0.382330199209828,0.0967926648890276,0.0561739392610365
Brock Moore,0.382330199209828,0.0967926648890276,0.0561739392610365
Luke Hayden,0.427267170440782,0.108533171246146,0.063668933017235
Chase Mobley,0.486467839287817,0.16773384009318,0.122869601864269
