name,pick_18,pick_58,pick_66,pick_94,pick_124
Travis Bazzana,0.439805850471545,0.368474149637862,0.414953548374366,0.57763144395213,0.828490237263955
Chase Burns,0.417919090048596,0.368474149637862,0.414953548374366,0.57763144395213,0.828490237263955
Charlie Condon,0.417919090048596,0.368474149637862,0.414953548374366,0.57763144395213,0.828490237263955
Nick Kurtz,0.420528025546826,0.187020733735267,0.167517072143555,0.099254256572561,0.0834709087791927
Hagen Smith,0.439805850471545,0.368474149637862,0.414953548374366,0.57763144395213,0.828490237263955
Jac Caglianone,0.417919090048596,0.368474149637862,0.414953548374366,0.57763144395213,0.828490237263955
JJ Wetherholt,0.439805850471545,0.368474149637862,0.414953548374366,0.57763144395213,0.828490237263955
Christian Moore,0.398641265123877,0.187020733735267,0.167517072143555,0.099254256572561,0.0834709087791927
Konnor Griffin,0.457841933970911,0.336948110533599,0.350435979105995,0.39764351910938,0.515181241868608
Seaver King,0.420528025546826,0.277747441686565,0.29123531025896,0.338442850262345,0.455980573021573
Bryce Rainer,0.457841933970911,0.336948110533599,0.350435979105995,0.39764351910938,0.515181241868608
Braden Montgomery,0.398641265123877,0.277747441686565,0.29123531025896,0.338442850262345,0.455980573021573
Cam Smith,0.398641265123877,0.277747441686565,0.29123531025896,0.338442850262345,0.455980573021573
Jurrangelo Cijntje,0.368767276675142,0.169055828411016,0.151316864480925,0.0892304907256047,0.0704619267261238
Braylon Payne,0.30255968735586,0.193698167007223,0.179987318544982,0.131999348927141,0.10913055305772
Carson Benge,0.420528025546826,0.187020733735267,0.167517072143555,0.099254256572561,0.0834709087791927
Trey Yesavage,0.420528025546826,0.187020733735267,0.167517072143555,0.099254256572561,0.0834709087791927
Kaelen Culpepper,0.368767276675142,0.169055828411016,0.151316864480925,0.0892304907256047,0.0704619267261238
Vance Honeycutt,0.346880516252193,0.169055828411016,0.151316864480925,0.0892304907256047,0.0704619267261238
Kellon Lindsey,0.457841933970911,0.246221402582301,0.226717740990589,0.158454925419595,0.142671577626227
Kash Mayfield,0.457841933970911,0.246221402582301,0.226717740990589,0.158454925419595,0.142671577626227
Ben Hess,0.317006527803459,0.151776663285602,0.136051757089436,0.0810145854028556,0.0601959054684046
Dante Nori,0.30255968735586,0.193698167007223,0.179987318544982,0.131999348927141,0.10913055305772
Walker Janek,0.398641265123877,0.187020733735267,0.167517072143555,0.099254256572561,0.0834709087791927
Slade Caldwell,0.427967945522176,0.22825649725805,0.210517533327959,0.148431159572639,0.129662595573158
Malcolm Moore,0.398641265123877,0.187020733735267,0.167517072143555,0.099254256572561,0.0834709087791927
Ryan Waldschmidt,0.420528025546826,0.187020733735267,0.167517072143555,0.099254256572561,0.0834709087791927
Griff O'Ferrall,0.317006527803459,0.151776663285602,0.136051757089436,0.0810145854028556,0.0601959054684046
Blake Burke,0.317006527803459,0.151776663285602,0.136051757089436,0.0810145854028556,0.0601959054684046
JD Dix,0.376207196650493,0.210977332132637,0.195252425936471,0.14021525424989,0.119396574315439
