name,pick_28,pick_101,pick_131
Griffin Burkholder,0.286930152827148,0.126455961328245,0.117775828125984
Ivan Luciano,0.261022336012656,0.120002356522681,0.10621666070089
Dylan Dreiling,0.201821667165621,0.0608016876756468,0.0470159918538556
Blake Larson,0.261022336012656,0.120002356522681,0.10621666070089
Dasan Hill,0.338745786456132,0.141389221526847,0.14385531383479
Aiden May,0.23745693305698,0.0672552924812103,0.0585751592789501
Luke Holman,0.23745693305698,0.0672552924812103,0.0585751592789501
Ethan Schiefelbein,0.296657601904014,0.126455961328245,0.117775828125984
Gage Jump,0.211549116242488,0.0608016876756468,0.0470159918538556
Ryan Johnson,0.23745693305698,0.0672552924812103,0.0585751592789501
Josh Kuroda-Grauer,0.211549116242488,0.0608016876756468,0.0470159918538556
Drew Beam,0.211549116242488,0.0608016876756468,0.0470159918538556
Cole Messina,0.185641299427996,0.0543480828700827,0.0481151035505124
Nick McLain,0.185641299427996,0.0543480828700827,0.0481151035505124
Kevin Bazzell,0.23745693305698,0.0672552924812103,0.0585751592789501
Brian Holiday,0.185641299427996,0.0543480828700827,0.0481151035505124
Nate Dohm,0.201821667165621,0.0608016876756468,0.0470159918538556
Josh Hartle,0.23745693305698,0.0672552924812103,0.0585751592789501
Joey Oakie,0.31283796964164,0.132909566133809,0.12933499555108
Josh Randall,0.211549116242488,0.0608016876756468,0.0470159918538556
Brandon Neely,0.185641299427996,0.0543480828700827,0.0481151035505124
Mike Sirota,0.23745693305698,0.0672552924812103,0.0585751592789501
Cobb Hightower,0.261022336012656,0.120002356522681,0.10621666070089
Thatcher Hurd,0.23745693305698,0.0672552924812103,0.0585751592789501
Ronny Cruz,0.261022336012656,0.120002356522681,0.10621666070089
Hunter Cranton,0.23745693305698,0.0672552924812103,0.0585751592789501
Gage Miller,0.185641299427996,0.0543480828700827,0.0481151035505124
Jaron DeBerry,0.211549116242488,0.0608016876756468,0.0470159918538556
Nathan Flewelling,0.261022336012656,0.120002356522681,0.10621666070089
Johnny King,0.270749785089522,0.120002356522681,0.10621666070089
Khadim Diaw,0.201821667165621,0.0608016876756468,0.0470159918538556
Austin Overn,0.201821667165621,0.0608016876756468,0.0470159918538556
Chase Harlan,0.261022336012656,0.120002356522681,0.10621666070089
Luke Sinnard,0.227729483980113,0.0672552924812103,0.0585751592789501
John Spikerman,0.211549116242488,0.0608016876756468,0.0470159918538556
Ryan Forcucci,0.227729483980113,0.0672552924812103,0.0585751592789501
Daniel Eagen,0.227729483980113,0.0672552924812103,0.0585751592789501
Casey Cook,0.211549116242488,0.0608016876756468,0.0470159918538556
Rodney Green,0.175913850351129,0.0543480828700827,0.0481151035505124
Blake Wright,0.185641299427996,0.0543480828700827,0.0481151035505124
Casey Saucke,0.185641299427996,0.0543480828700827,0.0481151035505124
Jackson Kent,0.185641299427996,0.0543480828700827,0.0481151035505124
Ryan Campos,0.185641299427996,0.0543480828700827,0.0481151035505124
Austin Gordon,0.185641299427996,0.0543480828700827,0.0481151035505124
Eddie Rynders,0.261022336012656,0.120002356522681,0.10621666070089
Rafe Schlesinger,0.185641299427996,0.0543480828700827,0.0481151035505124
Michael Massey,0.23745693305698,0.0672552924812103,0.0585751592789501
Zach Ehrhard,0.201821667165621,0.0608016876756468,0.0470159918538556
Dakota Jordan,0.201821667165621,0.0608016876756468,0.0470159918538556
Peyton Stovall,0.211549116242488,0.0608016876756468,0.0470159918538556
Tyson Neighbors,0.23745693305698,0.0672552924812103,0.0585751592789501
Gage Ziehl,0.185641299427996,0.0543480828700827,0.0481151035505124
Ty Southisene,0.235114519198163,0.113548751717117,0.107315772397547
Josh Caron,0.211549116242488,0.0608016876756468,0.0470159918538556
Fenwick Trimble,0.185641299427996,0.0543480828700827,0.0481151035505124
Marco Dinges,0.175913850351129,0.0543480828700827,0.0481151035505124
Nate Knowles,0.175913850351129,0.0543480828700827,0.0481151035505124
Sean Keys,0.23745693305698,0.0672552924812103,0.0585751592789501
Jaime Ferrer,0.124098216722145,0.0414408732589552,0.0503133269438264
Chase Allsup,0.124098216722145,0.0414408732589552,0.0503133269438264
Jakob Wright,0.124098216722145,0.0414408732589552,0.0503133269438264
Herick Hernandez,0.124098216722145,0.0414408732589552,0.0503133269438264
Carson DeMartini,0.201821667165621,0.0608016876756468,0.0470159918538556
Parker Smith,0.175913850351129,0.0543480828700827,0.0481151035505124
Tytus Cissell,0.261022336012656,0.120002356522681,0.10621666070089
David Hagaman,0.253637300794606,0.0737088972867748,0.070134326704045
Kavares Tears,0.227729483980113,0.0672552924812103,0.0585751592789501
Clark Candiotti,0.124098216722145,0.0414408732589552,0.0503133269438264
Nick Mitchell,0.124098216722145,0.0414408732589552,0.0503133269438264
Sam Stuhr,0.124098216722145,0.0414408732589552,0.0503133269438264
A.J. Causey,0.124098216722145,0.0414408732589552,0.0503133269438264
Sam Antonacci,0.124098216722145,0.0414408732589552,0.0503133269438264
Braden Davis,0.201821667165621,0.0608016876756468,0.0470159918538556
Dylan Jordan,0.183298885569179,0.100641542105989,0.109513995790861
Trey Snyder,0.235114519198163,0.113548751717117,0.107315772397547
Will Taylor,0.124098216722145,0.0414408732589552,0.0503133269438264
